INSERT ALL 
 INTO PSE1.Kunde VALUES ('0' , 'Samuel', 'Moore', 'Sixth Street', '83', '20472', 'Aachen', '02-07-2019', 'm', '6', '16-11-1956') 
 INTO PSE1.Kunde VALUES ('1728' , 'Camilla', 'Harris', 'Fourth Street', '47', '81036', 'Augsburg', '25-10-2019', 'm', '9', '22-02-1977') 
 INTO PSE1.Kunde VALUES ('1729' , 'Chloe', 'Robinson', 'Washington Street', '44', '90314', 'Leipzig', '26-03-2019', 'f', '12', '05-05-1951') 
 INTO PSE1.Kunde VALUES ('1730' , 'Carter', 'Robinson', 'Elm Street', '40', '10401', 'Oberhausen', '21-03-2019', 'm', '11', '01-12-1971') 
 INTO PSE1.Kunde VALUES ('1731' , 'Everly', 'Thomas', 'Sixth Street', '56', '54481', 'Ludwigshafen am Rhein', '08-05-2019', 'm', '2', '12-08-1966') 
 INTO PSE1.Kunde VALUES ('1732' , 'Lincoln', 'Perez', 'View Street', '39', '24490', 'Leverkusen', '06-11-2019', 'f', '8', '24-05-1974') 
 INTO PSE1.Kunde VALUES ('1733' , 'Aiden', 'Gonzalez', 'Lake Street', '81', '27103', 'Berlin', '03-11-2019', 'f', '9', '07-11-1957') 
 INTO PSE1.Kunde VALUES ('1734' , 'Levi', 'Harris', 'Cedar Street', '6', '94569', 'Hamburg', '21-12-2019', 'f', '3', '13-03-1984') 
 INTO PSE1.Kunde VALUES ('1735' , 'Jayden', 'Lee', 'Sixth Street', '83', '47782', 'Erfurt', '29-03-2019', 'm', '13', '22-04-1981') 
 INTO PSE1.Kunde VALUES ('1736' , 'Oliver', 'Williams', 'Pine Street', '97', '40483', 'Frankfurt am Main', '31-01-2019', 'm', '9', '25-07-2000') 
 INTO PSE1.Kunde VALUES ('1737' , 'Noah', 'Rodriguez', 'Lake Street', '64', '31661', 'Oldenburg', '17-07-2019', 'm', '2', '11-03-1999') 
 INTO PSE1.Kunde VALUES ('1738' , 'Everly', 'Garcia', 'Washington Street', '39', '35275', 'Oldenburg', '15-06-2019', 'm', '10', '19-06-1965') 
 INTO PSE1.Kunde VALUES ('1739' , 'Scarlett', 'Lopez', 'Washington Street', '22', '92254', 'Hamburg', '09-11-2019', 'm', '9', '18-11-1985') 
 INTO PSE1.Kunde VALUES ('1740' , 'Luna', 'Thompson', 'Maple Street', '39', '54041', 'Aachen', '16-12-2019', 'f', '12', '20-08-1990') 
 INTO PSE1.Kunde VALUES ('1741' , 'Liam', 'Lee', 'View Street', '47', '42629', 'Bielefeld', '26-06-2019', 'f', '8', '23-07-1970') 
 INTO PSE1.Kunde VALUES ('1742' , 'Mia', 'Rodriguez', 'Washington Street', '3', '98378', 'Bielefeld', '26-05-2019', 'f', '7', '30-10-1968') 
 INTO PSE1.Kunde VALUES ('1743' , 'Jayce', 'Wilson', 'Fifth Street', '50', '76756', 'Augsburg', '31-10-2019', 'f', '3', '03-12-1996') 
 INTO PSE1.Kunde VALUES ('1744' , 'Isla', 'Robinson', 'Park Street', '84', '83538', 'Krefeld', '26-05-2019', 'm', '5', '25-02-1968') 
 INTO PSE1.Kunde VALUES ('1745' , 'Cameron', 'Perez', 'Second Street', '51', '73534', 'Hamm', '25-01-2019', 'f', '13', '26-05-1995') 
 INTO PSE1.Kunde VALUES ('1746' , 'Michael', 'Rodriguez', 'Lake Street', '95', '83101', 'Hagen', '07-08-2019', 'm', '9', '03-12-1992') 
 INTO PSE1.Kunde VALUES ('1747' , 'Madison', 'Rodriguez', 'Maple Street', '70', '93458', 'Augsburg', '24-11-2019', 'm', '7', '21-01-1986') 
 INTO PSE1.Kunde VALUES ('1748' , 'Benjamin', 'Wilson', 'Washington Street', '30', '13096', 'Gelsenkirchen', '22-06-2019', 'f', '4', '01-05-1971') 
 INTO PSE1.Kunde VALUES ('1749' , 'Elena', 'Lee', 'Park Street', '79', '19965', 'Augsburg', '07-01-2019', 'm', '13', '28-04-1991') 
 INTO PSE1.Kunde VALUES ('1750' , 'Michael', 'Johnson', 'Third Street', '9', '43728', 'Chemnitz', '05-04-2019', 'f', '5', '01-01-1949') 
 INTO PSE1.Kunde VALUES ('1751' , 'Emily', 'Robinson', 'Elm Street', '51', '59318', 'Lübeck', '12-03-2019', 'm', '11', '29-07-1963') 
 INTO PSE1.Kunde VALUES ('1752' , 'Charlotte', 'Martinez', 'Second Street', '44', '71986', 'Düsseldorf', '16-08-2019', 'm', '8', '13-03-1993') 
 INTO PSE1.Kunde VALUES ('1753' , 'Lincoln', 'Wilson', 'Ninth Street', '86', '36075', 'Gelsenkirchen', '12-01-2019', 'm', '9', '17-12-1978') 
 INTO PSE1.Kunde VALUES ('1754' , 'Julian', 'Rodriguez', 'Maple Street', '55', '68104', 'Bremen', '31-05-2019', 'f', '1', '12-06-2001') 
 INTO PSE1.Kunde VALUES ('1755' , 'Leah', 'Lee', 'Ninth Street', '87', '15682', 'Frankfurt am Main', '04-09-2019', 'f', '5', '01-02-1977') 
 INTO PSE1.Kunde VALUES ('1756' , 'Emily', 'Hall', 'Maple Street', '37', '36196', 'Mainz', '06-03-2019', 'f', '4', '30-06-1960') 
 INTO PSE1.Kunde VALUES ('1757' , 'Matthew', 'Harris', 'Cedar Street', '3', '65225', 'Kassel', '02-02-2019', 'm', '12', '15-06-1986') 
 INTO PSE1.Kunde VALUES ('1758' , 'Luke', 'Robinson', 'Eighth Street', '27', '48853', 'Potsdam', '23-05-2019', 'm', '8', '05-12-1994') 
 INTO PSE1.Kunde VALUES ('1759' , 'Madison', 'Perez', 'Oak Street', '0', '12903', 'Kassel', '13-10-2019', 'm', '5', '01-06-1962') 
 INTO PSE1.Kunde VALUES ('1760' , 'Ariana', 'Walker', 'Eighth Street', '51', '86022', 'Saarbrücken', '06-08-2019', 'f', '1', '10-02-1993') 
 INTO PSE1.Kunde VALUES ('1761' , 'Nova', 'Martin', 'Main Street', '88', '60817', 'Saarbrücken', '09-04-2019', 'f', '9', '14-01-1953') 
 INTO PSE1.Kunde VALUES ('1762' , 'Ryan', 'Moore', 'Cedar Street', '31', '55316', 'Leipzig', '05-10-2019', 'f', '6', '05-06-1988') 
 INTO PSE1.Kunde VALUES ('1763' , 'Luke', 'Thomas', 'Oak Street', '29', '95748', 'Kiel', '22-02-2019', 'm', '10', '16-06-2002') 
 INTO PSE1.Kunde VALUES ('1764' , 'Charlotte', 'Davis', 'Ninth Street', '0', '35339', 'Stuttgart', '29-04-2019', 'f', '5', '04-06-1990') 
 INTO PSE1.Kunde VALUES ('1765' , 'Benjamin', 'Lopez', 'Fourth Street', '16', '30470', 'Leverkusen', '16-02-2019', 'f', '11', '21-07-1957') 
 INTO PSE1.Kunde VALUES ('1766' , 'Charlotte', 'Martinez', 'Pine Street', '3', '26798', 'Essen', '31-03-2019', 'f', '5', '18-03-1951') 
 INTO PSE1.Kunde VALUES ('1767' , 'Jackson', 'Brown', 'Maple Street', '77', '75627', 'Hamburg', '07-12-2019', 'f', '2', '15-05-2000') 
 INTO PSE1.Kunde VALUES ('1768' , 'Nora', 'Hernandez', 'View Street', '55', '59551', 'Münster', '02-06-2019', 'm', '3', '16-10-1952') 
 INTO PSE1.Kunde VALUES ('1769' , 'Caleb', 'Lee', 'Oak Street', '42', '96952', 'Stuttgart', '11-06-2019', 'f', '11', '28-03-1977') 
 INTO PSE1.Kunde VALUES ('1770' , 'Layla', 'Martin', 'Eighth Street', '48', '63960', 'Berlin', '06-12-2019', 'f', '6', '29-11-1987') 
 INTO PSE1.Kunde VALUES ('1771' , 'Aria', 'Jackson', 'Sixth Street', '66', '81179', 'Hamm', '04-10-2019', 'f', '9', '23-02-1970') 
 INTO PSE1.Kunde VALUES ('1772' , 'Noah', 'Perez', 'Oak Street', '44', '73359', 'Kiel', '07-10-2019', 'f', '11', '10-12-1971') 
 INTO PSE1.Kunde VALUES ('1773' , 'Evelyn', 'Rodriguez', 'Washington Street', '86', '27996', 'Cologne', '10-11-2019', 'm', '6', '31-08-1998') 
 INTO PSE1.Kunde VALUES ('1774' , 'Isla', 'Robinson', 'Third Street', '44', '32735', 'Potsdam', '21-04-2019', 'm', '3', '16-05-1974') 
 INTO PSE1.Kunde VALUES ('1775' , 'Ava', 'Clark', 'Washington Street', '67', '34246', 'Chemnitz', '27-11-2019', 'f', '10', '20-02-1997') 
 INTO PSE1.Kunde VALUES ('1776' , 'Olivia', 'Walker', 'Main Street', '49', '94827', 'Halle', '08-06-2019', 'm', '2', '08-02-1969') 
 INTO PSE1.Kunde VALUES ('1777' , 'Josiah', 'Rodriguez', 'Maple Street', '14', '29740', 'Potsdam', '23-11-2019', 'm', '7', '22-11-1967') 
 INTO PSE1.Kunde VALUES ('1778' , 'Madelyn', 'Davis', 'Elm Street', '90', '64053', 'Halle', '15-10-2019', 'm', '6', '15-07-1993') 
 INTO PSE1.Kunde VALUES ('1779' , 'Lila', 'Jones', 'Sixth Street', '75', '15687', 'Lübeck', '27-01-2019', 'f', '12', '20-11-1980') 
 INTO PSE1.Kunde VALUES ('1780' , 'Jayden', 'Lee', 'Fourth Street', '63', '37286', 'Bielefeld', '08-01-2019', 'f', '8', '27-06-1976') 
 INTO PSE1.Kunde VALUES ('1781' , 'Lily', 'Lopez', 'Second Street', '24', '20199', 'Bonn', '19-09-2019', 'm', '11', '01-10-1979') 
 INTO PSE1.Kunde VALUES ('1782' , 'Logan', 'Perez', 'Lake Street', '34', '67057', 'Kassel', '04-05-2019', 'm', '9', '10-12-1971') 
 INTO PSE1.Kunde VALUES ('1783' , 'Olivia', 'Perez', 'Fifth Street', '70', '86171', 'Essen', '11-01-2019', 'm', '2', '20-09-1963') 
 INTO PSE1.Kunde VALUES ('1784' , 'Jackson', 'Harris', 'Washington Street', '4', '24505', 'Dresden', '26-06-2019', 'm', '2', '19-09-1998') 
 INTO PSE1.Kunde VALUES ('1785' , 'Jayce', 'Moore', 'Sixth Street', '54', '27661', 'Chemnitz', '08-10-2019', 'm', '9', '08-10-1980') 
 INTO PSE1.Kunde VALUES ('1786' , 'Lincoln', 'Harris', 'Seventh Street', '33', '76243', 'Mülheim an der Ruhr', '06-03-2019', 'm', '13', '14-02-1992') 
 INTO PSE1.Kunde VALUES ('1787' , 'Layla', 'Jackson', 'Lake Street', '59', '11669', 'Ludwigshafen am Rhein', '11-06-2019', 'm', '2', '16-01-1992') 
 INTO PSE1.Kunde VALUES ('1788' , 'Nova', 'Davis', 'Park Street', '25', '67851', 'Wuppertal', '19-04-2019', 'm', '1', '23-03-1984') 
 INTO PSE1.Kunde VALUES ('1789' , 'Leah', 'Davis', 'Ninth Street', '16', '34782', 'Chemnitz', '12-01-2019', 'm', '5', '25-02-1970') 
 INTO PSE1.Kunde VALUES ('1790' , 'Ethan', 'Thomas', 'Seventh Street', '76', '86674', 'Kassel', '21-02-2019', 'm', '9', '08-07-1989') 
 INTO PSE1.Kunde VALUES ('1791' , 'Caleb', 'Johnson', 'Ninth Street', '56', '16559', 'Augsburg', '27-08-2019', 'm', '12', '08-05-1982') 
 INTO PSE1.Kunde VALUES ('1792' , 'Lincoln', 'Hernandez', 'Washington Street', '92', '13400', 'Kiel', '25-07-2019', 'f', '6', '05-10-1970') 
 INTO PSE1.Kunde VALUES ('1793' , 'Grayson', 'Taylor', 'Oak Street', '43', '77256', 'Leverkusen', '24-11-2019', 'm', '8', '08-02-1997') 
 INTO PSE1.Kunde VALUES ('1794' , 'Adalyn', 'Martinez', 'Ninth Street', '37', '39345', 'Nuremberg', '24-09-2019', 'f', '11', '12-08-1970') 
 INTO PSE1.Kunde VALUES ('1795' , 'Samuel', 'White', 'Washington Street', '10', '58836', 'Munich', '03-05-2019', 'm', '10', '02-04-1987') 
 INTO PSE1.Kunde VALUES ('1796' , 'Adalyn', 'Anderson', 'Second Street', '15', '32286', 'Saarbrücken', '10-10-2019', 'm', '2', '07-01-1958') 
 INTO PSE1.Kunde VALUES ('1797' , 'Julian', 'Garcia', 'Cedar Street', '56', '25844', 'Oberhausen', '01-07-2019', 'm', '7', '22-08-1977') 
 INTO PSE1.Kunde VALUES ('1798' , 'Matthew', 'Walker', 'View Street', '36', '55213', 'Mainz', '12-02-2019', 'f', '1', '14-09-1957') 
 INTO PSE1.Kunde VALUES ('1799' , 'Carson', 'Davis', 'Elm Street', '38', '52136', 'Mainz', '31-05-2019', 'm', '3', '13-01-1970') 
 INTO PSE1.Kunde VALUES ('1800' , 'Maverick', 'Hernandez', 'Main Street', '32', '78812', 'Dresden', '09-07-2019', 'm', '2', '02-02-1957') 
 INTO PSE1.Kunde VALUES ('1801' , 'Emilia', 'White', 'Eighth Street', '22', '29524', 'Hagen', '02-10-2019', 'f', '7', '24-10-1989') 
 INTO PSE1.Kunde VALUES ('1802' , 'Levi', 'Walker', 'Oak Street', '70', '87525', 'Bonn', '07-11-2019', 'f', '12', '11-02-2001') 
 INTO PSE1.Kunde VALUES ('1803' , 'Eliana', 'Wilson', 'Sixth Street', '10', '84464', 'Rostock', '08-05-2019', 'f', '13', '08-09-1961') 
 INTO PSE1.Kunde VALUES ('1804' , 'Daniel', 'Miller', 'Park Street', '69', '87177', 'Kassel', '14-02-2019', 'm', '10', '23-10-1981') 
 INTO PSE1.Kunde VALUES ('1805' , 'Layla', 'Moore', 'Pine Street', '32', '17686', 'Essen', '16-06-2019', 'f', '12', '30-11-1972') 
 INTO PSE1.Kunde VALUES ('1806' , 'Isaac', 'Gonzalez', 'Maple Street', '74', '74157', 'Aachen', '14-01-2019', 'm', '8', '24-06-2005') 
 INTO PSE1.Kunde VALUES ('1807' , 'Carter', 'Martinez', 'Cedar Street', '10', '10297', 'Karlsruhe', '02-06-2019', 'f', '8', '27-12-1973') 
 INTO PSE1.Kunde VALUES ('1808' , 'Sarah', 'Hernandez', 'Cedar Street', '96', '29710', 'Kassel', '27-11-2019', 'm', '10', '18-01-1981') 
 INTO PSE1.Kunde VALUES ('1809' , 'Mila', 'Robinson', 'Lake Street', '34', '96337', 'Kiel', '07-08-2019', 'm', '1', '28-03-1960') 
 INTO PSE1.Kunde VALUES ('1810' , 'Aubrey', 'Anderson', 'Seventh Street', '9', '51729', 'Halle', '24-10-2019', 'f', '4', '03-01-1973') 
 INTO PSE1.Kunde VALUES ('1811' , 'Chloe', 'Lewis', 'Second Street', '6', '26693', 'Freiburg im Breisgau', '11-01-2019', 'm', '10', '20-11-1953') 
 INTO PSE1.Kunde VALUES ('1812' , 'Maverick', 'Rodriguez', 'Maple Street', '7', '30388', 'Wuppertal', '22-04-2019', 'f', '5', '06-06-1951') 
 INTO PSE1.Kunde VALUES ('1813' , 'Peyton', 'Johnson', 'Maple Street', '35', '74650', 'Karlsruhe', '01-01-2019', 'f', '5', '10-05-1990') 
 INTO PSE1.Kunde VALUES ('1814' , 'Leo', 'Jackson', 'Oak Street', '9', '21384', 'Kiel', '19-01-2019', 'm', '4', '27-02-1998') 
 INTO PSE1.Kunde VALUES ('1815' , 'Oliver', 'Thomas', 'Seventh Street', '76', '91482', 'Braunschweig', '21-04-2019', 'f', '9', '10-08-1977') 
 INTO PSE1.Kunde VALUES ('1816' , 'Avery', 'Martinez', 'Fifth Street', '24', '94272', 'Mönchengladbach', '30-05-2019', 'm', '13', '03-03-2005') 
 INTO PSE1.Kunde VALUES ('1817' , 'Owen', 'Walker', 'Seventh Street', '76', '67391', 'Gelsenkirchen', '19-12-2019', 'f', '4', '16-02-1990') 
 INTO PSE1.Kunde VALUES ('1818' , 'James', 'Jones', 'Pine Street', '95', '30066', 'Cologne', '01-12-2019', 'f', '2', '12-10-1959') 
 INTO PSE1.Kunde VALUES ('1819' , 'Leah', 'Moore', 'Ninth Street', '33', '31804', 'Osnabrück', '12-07-2019', 'f', '13', '01-01-1981') 
 INTO PSE1.Kunde VALUES ('1820' , 'Isla', 'Perez', 'Second Street', '10', '88401', 'Kassel', '06-06-2019', 'm', '3', '21-12-1996') 
 INTO PSE1.Kunde VALUES ('1821' , 'Isla', 'Johnson', 'Eighth Street', '89', '99371', 'Osnabrück', '23-02-2019', 'm', '7', '28-06-1989') 
 INTO PSE1.Kunde VALUES ('1822' , 'Carter', 'Johnson', 'View Street', '95', '65154', 'Bremen', '26-03-2019', 'm', '13', '07-12-2003') 
 INTO PSE1.Kunde VALUES ('1823' , 'Isabella', 'Jones', 'View Street', '57', '64687', 'Bonn', '16-09-2019', 'm', '12', '07-02-1955') 
 INTO PSE1.Kunde VALUES ('1824' , 'Josiah', 'Wilson', 'Park Street', '92', '24740', 'Freiburg im Breisgau', '29-12-2019', 'f', '6', '31-05-1979') 
 INTO PSE1.Kunde VALUES ('1825' , 'Charlotte', 'Lewis', 'Fifth Street', '14', '25329', 'Mülheim an der Ruhr', '03-12-2019', 'f', '10', '24-06-1967') 
 INTO PSE1.Kunde VALUES ('1826' , 'Charlotte', 'Anderson', 'Pine Street', '95', '79866', 'Rostock', '13-11-2019', 'f', '10', '30-10-1991') 
 INTO PSE1.Kunde VALUES ('1827' , 'Muhammad', 'Robinson', 'Seventh Street', '41', '45777', 'Lübeck', '24-02-2019', 'm', '5', '01-01-1986') 
 INTO PSE1.Kunde VALUES ('1828' , 'Jackson', 'Perez', 'Park Street', '35', '55729', 'Karlsruhe', '02-11-2019', 'f', '6', '13-11-1984') 
 INTO PSE1.Kunde VALUES ('1829' , 'Mila', 'Wilson', 'First Street', '92', '62228', 'Krefeld', '14-08-2019', 'm', '8', '11-10-1996') 
 INTO PSE1.Kunde VALUES ('1830' , 'Isaac', 'Robinson', 'Ninth Street', '2', '56245', 'Düsseldorf', '25-10-2019', 'm', '11', '21-05-1964') 
 INTO PSE1.Kunde VALUES ('1831' , 'Noah', 'Thomas', 'Lake Street', '32', '67149', 'Chemnitz', '10-05-2019', 'm', '3', '01-08-1979') 
 INTO PSE1.Kunde VALUES ('1832' , 'Amelia', 'Gonzalez', 'Park Street', '35', '47482', 'Gelsenkirchen', '23-09-2019', 'f', '2', '15-01-1969') 
 INTO PSE1.Kunde VALUES ('1833' , 'Everly', 'Martin', 'Oak Street', '29', '65370', 'Duisburg', '13-04-2019', 'm', '2', '05-05-1957') 
 INTO PSE1.Kunde VALUES ('1834' , 'Luca', 'Jackson', 'Washington Street', '53', '40713', 'Hamburg', '30-04-2019', 'f', '7', '27-02-1959') 
 INTO PSE1.Kunde VALUES ('1835' , 'Sebastian', 'Davis', 'Second Street', '92', '57459', 'Bonn', '22-07-2019', 'm', '4', '07-11-1970') 
 INTO PSE1.Kunde VALUES ('1836' , 'Evelyn', 'Moore', 'Fifth Street', '79', '73213', 'Magdeburg', '25-04-2019', 'm', '4', '02-07-1984') 
 INTO PSE1.Kunde VALUES ('1837' , 'Lily', 'Brown', 'Oak Street', '76', '97233', 'Aachen', '22-04-2019', 'f', '8', '19-11-1996') 
 INTO PSE1.Kunde VALUES ('1838' , 'Alexander', 'Rodriguez', 'Fifth Street', '76', '19998', 'Wiesbaden', '05-12-2019', 'f', '3', '30-06-1956') 
 INTO PSE1.Kunde VALUES ('1839' , 'Henry', 'Gonzalez', 'Sixth Street', '31', '31152', 'Wiesbaden', '12-08-2019', 'f', '1', '08-05-1969') 
 INTO PSE1.Kunde VALUES ('1840' , 'Sebastian', 'Harris', 'Second Street', '69', '11031', 'Bielefeld', '06-01-2019', 'm', '1', '26-10-1983') 
 INTO PSE1.Kunde VALUES ('1841' , 'Colton', 'Rodriguez', 'Park Street', '6', '16919', 'Lübeck', '26-10-2019', 'm', '12', '10-06-1961') 
 INTO PSE1.Kunde VALUES ('1842' , 'Gianna', 'Thompson', 'Ninth Street', '89', '70891', 'Münster', '03-07-2019', 'f', '12', '25-04-1951') 
 INTO PSE1.Kunde VALUES ('1843' , 'Leah', 'Harris', 'Eighth Street', '64', '69421', 'Rostock', '30-10-2019', 'f', '12', '14-10-1988') 
 INTO PSE1.Kunde VALUES ('1844' , 'Aria', 'Lopez', 'View Street', '79', '19289', 'Freiburg im Breisgau', '21-04-2019', 'm', '12', '11-12-1959') 
 INTO PSE1.Kunde VALUES ('1845' , 'Elijah', 'Lopez', 'Main Street', '92', '63024', 'Braunschweig', '28-10-2019', 'm', '3', '30-05-1959') 
 INTO PSE1.Kunde VALUES ('1846' , 'Luna', 'Jackson', 'Oak Street', '5', '21639', 'Augsburg', '11-09-2019', 'f', '2', '02-11-1982') 
 INTO PSE1.Kunde VALUES ('1847' , 'Michael', 'Robinson', 'Seventh Street', '71', '52858', 'Karlsruhe', '05-05-2019', 'm', '1', '04-06-1991') 
 INTO PSE1.Kunde VALUES ('1848' , 'Zoe', 'Hernandez', 'Maple Street', '0', '51028', 'Aachen', '23-11-2019', 'f', '7', '07-09-1994') 
 INTO PSE1.Kunde VALUES ('1849' , 'Mason', 'Walker', 'Park Street', '20', '98383', 'Mülheim an der Ruhr', '03-12-2019', 'f', '13', '07-01-1978') 
 INTO PSE1.Kunde VALUES ('1850' , 'Oliver', 'Moore', 'Main Street', '24', '59305', 'Erfurt', '11-04-2019', 'f', '12', '17-09-1966') 
 INTO PSE1.Kunde VALUES ('1851' , 'Luke', 'Walker', 'Eighth Street', '97', '49371', 'Halle', '30-08-2019', 'm', '12', '03-02-1970') 
 INTO PSE1.Kunde VALUES ('1852' , 'Avery', 'Davis', 'Fourth Street', '72', '61072', 'Munich', '23-05-2019', 'm', '5', '20-04-2000') 
 INTO PSE1.Kunde VALUES ('1853' , 'Penelope', 'Thomas', 'Fifth Street', '16', '80979', 'Braunschweig', '15-11-2019', 'f', '10', '09-01-2000') 
 INTO PSE1.Kunde VALUES ('1854' , 'Chloe', 'Anderson', 'Ninth Street', '51', '63458', 'Bremen', '08-02-2019', 'f', '5', '18-03-1995') 
 INTO PSE1.Kunde VALUES ('1855' , 'Caleb', 'Lee', 'Seventh Street', '1', '74798', 'Bochum', '04-06-2019', 'm', '5', '04-10-1962') 
 INTO PSE1.Kunde VALUES ('1856' , 'Leo', 'White', 'First Street', '34', '22611', 'Dortmund', '06-10-2019', 'f', '1', '18-11-1962') 
 INTO PSE1.Kunde VALUES ('1857' , 'Abigail', 'Lewis', 'Park Street', '68', '95031', 'Düsseldorf', '04-08-2019', 'f', '10', '08-03-1971') 
 INTO PSE1.Kunde VALUES ('1858' , 'Daniel', 'Hernandez', 'Washington Street', '59', '97381', 'Leverkusen', '19-12-2019', 'm', '7', '12-04-1972') 
 INTO PSE1.Kunde VALUES ('1859' , 'Ryan', 'Martin', 'Third Street', '10', '25633', 'Oldenburg', '26-12-2019', 'f', '7', '15-08-1977') 
 INTO PSE1.Kunde VALUES ('1860' , 'Ellie', 'Miller', 'Elm Street', '81', '83933', 'Bremen', '15-03-2019', 'f', '2', '24-02-1960') 
 INTO PSE1.Kunde VALUES ('1861' , 'Samuel', 'Walker', 'Oak Street', '38', '33532', 'Munich', '29-11-2019', 'm', '1', '16-05-1987') 
 INTO PSE1.Kunde VALUES ('1862' , 'Jayden', 'Martin', 'Fourth Street', '35', '62513', 'Mannheim', '18-10-2019', 'm', '2', '02-12-1967') 
 INTO PSE1.Kunde VALUES ('1863' , 'Colton', 'Lewis', 'Pine Street', '8', '73407', 'Münster', '02-04-2019', 'm', '10', '04-09-1961') 
 INTO PSE1.Kunde VALUES ('1864' , 'Leah', 'Lopez', 'Maple Street', '64', '72170', 'Rostock', '05-01-2019', 'm', '10', '18-05-1977') 
 INTO PSE1.Kunde VALUES ('1865' , 'Olivia', 'Clark', 'Pine Street', '64', '93682', 'Erfurt', '02-11-2019', 'm', '10', '06-01-1997') 
 INTO PSE1.Kunde VALUES ('1866' , 'Emma', 'Miller', 'Main Street', '71', '77142', 'Mönchengladbach', '19-04-2019', 'f', '9', '20-09-2002') 
 INTO PSE1.Kunde VALUES ('1867' , 'Charlotte', 'Clark', 'Ninth Street', '80', '89815', 'Münster', '13-10-2019', 'f', '8', '15-05-1992') 
 INTO PSE1.Kunde VALUES ('1868' , 'Benjamin', 'Perez', 'View Street', '1', '42095', 'Hanover', '14-04-2019', 'f', '12', '21-02-1976') 
 INTO PSE1.Kunde VALUES ('1869' , 'Levi', 'Walker', 'Third Street', '64', '46970', 'Gelsenkirchen', '10-09-2019', 'm', '11', '27-02-1993') 
 INTO PSE1.Kunde VALUES ('1870' , 'Julian', 'White', 'Eighth Street', '42', '11865', 'Mönchengladbach', '07-06-2019', 'm', '7', '11-10-1996') 
 INTO PSE1.Kunde VALUES ('1871' , 'Riley', 'Walker', 'Cedar Street', '25', '75189', 'Wiesbaden', '18-04-2019', 'f', '7', '31-12-1999') 
 INTO PSE1.Kunde VALUES ('1872' , 'Caleb', 'Lee', 'Fourth Street', '87', '89325', 'Düsseldorf', '24-12-2019', 'f', '6', '04-03-1965') 
 INTO PSE1.Kunde VALUES ('1873' , 'Isaiah', 'Hernandez', 'View Street', '84', '57706', 'Mönchengladbach', '09-07-2019', 'f', '10', '25-03-1962') 
 INTO PSE1.Kunde VALUES ('1874' , 'Maya', 'Lee', 'Fourth Street', '39', '65213', 'Hamburg', '14-10-2019', 'f', '7', '26-12-1990') 
 INTO PSE1.Kunde VALUES ('1875' , 'James', 'Williams', 'Fifth Street', '72', '27246', 'Düsseldorf', '25-06-2019', 'f', '5', '14-01-1959') 
 INTO PSE1.Kunde VALUES ('1876' , 'Kinsley', 'White', 'View Street', '22', '26111', 'Gelsenkirchen', '03-04-2019', 'f', '3', '11-03-1966') 
 INTO PSE1.Kunde VALUES ('1877' , 'Avery', 'Robinson', 'Cedar Street', '87', '47802', 'Dresden', '11-04-2019', 'm', '10', '19-07-1963') 
 INTO PSE1.Kunde VALUES ('1878' , 'Ryan', 'Williams', 'Second Street', '80', '76701', 'Leipzig', '12-08-2019', 'm', '6', '29-07-1992') 
 INTO PSE1.Kunde VALUES ('1879' , 'Olivia', 'Martinez', 'Lake Street', '21', '48773', 'Halle', '02-07-2019', 'm', '7', '22-03-1953') 
 INTO PSE1.Kunde VALUES ('1880' , 'Aubrey', 'Martinez', 'Elm Street', '64', '46945', 'Duisburg', '20-01-2019', 'm', '3', '17-12-1980') 
 INTO PSE1.Kunde VALUES ('1881' , 'Ava', 'Miller', 'View Street', '82', '60810', 'Bielefeld', '07-10-2019', 'f', '9', '02-07-1991') 
 INTO PSE1.Kunde VALUES ('1882' , 'Evelyn', 'Clark', 'Third Street', '93', '98263', 'Mannheim', '16-07-2019', 'f', '12', '13-11-1951') 
 INTO PSE1.Kunde VALUES ('1883' , 'Luca', 'Harris', 'Ninth Street', '33', '94502', 'Mainz', '03-01-2019', 'm', '4', '12-04-1980') 
 INTO PSE1.Kunde VALUES ('1884' , 'Matthew', 'Lewis', 'Fourth Street', '54', '86019', 'Augsburg', '11-03-2019', 'f', '2', '24-06-1974') 
 INTO PSE1.Kunde VALUES ('1885' , 'Luca', 'Anderson', 'Ninth Street', '85', '58972', 'Düsseldorf', '31-05-2019', 'm', '6', '02-06-1994') 
 INTO PSE1.Kunde VALUES ('1886' , 'Sebastian', 'Lee', 'Oak Street', '6', '32521', 'Bielefeld', '05-01-2019', 'm', '8', '25-03-1992') 
 INTO PSE1.Kunde VALUES ('1887' , 'Emilia', 'Lee', 'Sixth Street', '67', '21343', 'Ludwigshafen am Rhein', '12-07-2019', 'm', '5', '30-06-1954') 
 INTO PSE1.Kunde VALUES ('1888' , 'Ellie', 'Hall', 'Washington Street', '5', '16572', 'Oldenburg', '26-03-2019', 'f', '4', '08-06-1978') 
 INTO PSE1.Kunde VALUES ('1889' , 'Layla', 'Miller', 'Washington Street', '58', '11434', 'Potsdam', '01-04-2019', 'm', '6', '06-09-1958') 
 INTO PSE1.Kunde VALUES ('1890' , 'Mia', 'Thomas', 'Fifth Street', '14', '47349', 'Essen', '26-12-2019', 'f', '11', '14-05-1955') 
