INSERT ALL 
 INTO PSE1.WarenkorbPosition VALUES ('0', '1', '15', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('9892', '2', '33', '328') 
 INTO PSE1.WarenkorbPosition VALUES ('9893', '0', '1775', '479') 
 INTO PSE1.WarenkorbPosition VALUES ('9894', '2', '362', '566') 
 INTO PSE1.WarenkorbPosition VALUES ('9895', '0', '1708', '201') 
 INTO PSE1.WarenkorbPosition VALUES ('9896', '0', '1808', '279') 
 INTO PSE1.WarenkorbPosition VALUES ('9897', '0', '1721', '224') 
 INTO PSE1.WarenkorbPosition VALUES ('9898', '1', '443', '599') 
 INTO PSE1.WarenkorbPosition VALUES ('9899', '1', '1840', '265') 
 INTO PSE1.WarenkorbPosition VALUES ('9900', '0', '1933', '625') 
 INTO PSE1.WarenkorbPosition VALUES ('9901', '2', '8', '559') 
 INTO PSE1.WarenkorbPosition VALUES ('9902', '2', '1028', '364') 
 INTO PSE1.WarenkorbPosition VALUES ('9903', '1', '1675', '371') 
 INTO PSE1.WarenkorbPosition VALUES ('9904', '0', '1720', '555') 
 INTO PSE1.WarenkorbPosition VALUES ('9905', '1', '502', '361') 
 INTO PSE1.WarenkorbPosition VALUES ('9906', '0', '1247', '579') 
 INTO PSE1.WarenkorbPosition VALUES ('9907', '2', '907', '629') 
 INTO PSE1.WarenkorbPosition VALUES ('9908', '0', '1029', '154') 
 INTO PSE1.WarenkorbPosition VALUES ('9909', '0', '1719', '414') 
 INTO PSE1.WarenkorbPosition VALUES ('9910', '1', '1955', '145') 
 INTO PSE1.WarenkorbPosition VALUES ('9911', '1', '755', '213') 
 INTO PSE1.WarenkorbPosition VALUES ('9912', '1', '104', '92') 
 INTO PSE1.WarenkorbPosition VALUES ('9913', '0', '813', '486') 
 INTO PSE1.WarenkorbPosition VALUES ('9914', '0', '1552', '527') 
 INTO PSE1.WarenkorbPosition VALUES ('9915', '0', '818', '471') 
 INTO PSE1.WarenkorbPosition VALUES ('9916', '0', '666', '268') 
 INTO PSE1.WarenkorbPosition VALUES ('9917', '1', '1341', '561') 
 INTO PSE1.WarenkorbPosition VALUES ('9918', '1', '719', '631') 
 INTO PSE1.WarenkorbPosition VALUES ('9919', '1', '1266', '278') 
 INTO PSE1.WarenkorbPosition VALUES ('9920', '0', '504', '332') 
 INTO PSE1.WarenkorbPosition VALUES ('9921', '1', '94', '416') 
 INTO PSE1.WarenkorbPosition VALUES ('9922', '2', '892', '282') 
 INTO PSE1.WarenkorbPosition VALUES ('9923', '1', '932', '218') 
 INTO PSE1.WarenkorbPosition VALUES ('9924', '0', '115', '610') 
 INTO PSE1.WarenkorbPosition VALUES ('9925', '1', '1328', '358') 
 INTO PSE1.WarenkorbPosition VALUES ('9926', '2', '724', '433') 
 INTO PSE1.WarenkorbPosition VALUES ('9927', '2', '170', '566') 
 INTO PSE1.WarenkorbPosition VALUES ('9928', '1', '897', '518') 
 INTO PSE1.WarenkorbPosition VALUES ('9929', '0', '1512', '522') 
 INTO PSE1.WarenkorbPosition VALUES ('9930', '1', '1657', '466') 
 INTO PSE1.WarenkorbPosition VALUES ('9931', '0', '164', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('9932', '1', '406', '344') 
 INTO PSE1.WarenkorbPosition VALUES ('9933', '2', '38', '432') 
 INTO PSE1.WarenkorbPosition VALUES ('9934', '0', '356', '167') 
 INTO PSE1.WarenkorbPosition VALUES ('9935', '1', '91', '441') 
 INTO PSE1.WarenkorbPosition VALUES ('9936', '0', '6', '138') 
 INTO PSE1.WarenkorbPosition VALUES ('9937', '2', '1737', '227') 
 INTO PSE1.WarenkorbPosition VALUES ('9938', '0', '1575', '159') 
 INTO PSE1.WarenkorbPosition VALUES ('9939', '0', '1290', '152') 
 INTO PSE1.WarenkorbPosition VALUES ('9940', '0', '1765', '152') 
 INTO PSE1.WarenkorbPosition VALUES ('9941', '0', '1715', '183') 
 INTO PSE1.WarenkorbPosition VALUES ('9942', '2', '544', '464') 
 INTO PSE1.WarenkorbPosition VALUES ('9943', '2', '112', '376') 
 INTO PSE1.WarenkorbPosition VALUES ('9944', '2', '978', '292') 
 INTO PSE1.WarenkorbPosition VALUES ('9945', '0', '1268', '471') 
 INTO PSE1.WarenkorbPosition VALUES ('9946', '1', '124', '482') 
 INTO PSE1.WarenkorbPosition VALUES ('9947', '2', '513', '99') 
 INTO PSE1.WarenkorbPosition VALUES ('9948', '1', '1743', '588') 
 INTO PSE1.WarenkorbPosition VALUES ('9949', '2', '1681', '318') 
 INTO PSE1.WarenkorbPosition VALUES ('9950', '1', '934', '462') 
 INTO PSE1.WarenkorbPosition VALUES ('9951', '0', '882', '8') 
 INTO PSE1.WarenkorbPosition VALUES ('9952', '2', '1015', '581') 
 INTO PSE1.WarenkorbPosition VALUES ('9953', '0', '755', '422') 
 INTO PSE1.WarenkorbPosition VALUES ('9954', '2', '1852', '550') 
 INTO PSE1.WarenkorbPosition VALUES ('9955', '0', '1536', '174') 
 INTO PSE1.WarenkorbPosition VALUES ('9956', '2', '377', '342') 
 INTO PSE1.WarenkorbPosition VALUES ('9957', '2', '495', '58') 
 INTO PSE1.WarenkorbPosition VALUES ('9958', '0', '279', '340') 
 INTO PSE1.WarenkorbPosition VALUES ('9959', '0', '946', '58') 
 INTO PSE1.WarenkorbPosition VALUES ('9960', '1', '382', '188') 
 INTO PSE1.WarenkorbPosition VALUES ('9961', '0', '1754', '189') 
 INTO PSE1.WarenkorbPosition VALUES ('9962', '0', '1816', '155') 
 INTO PSE1.WarenkorbPosition VALUES ('9963', '1', '806', '631') 
 INTO PSE1.WarenkorbPosition VALUES ('9964', '1', '1753', '196') 
 INTO PSE1.WarenkorbPosition VALUES ('9965', '2', '1467', '126') 
 INTO PSE1.WarenkorbPosition VALUES ('9966', '1', '1927', '174') 
 INTO PSE1.WarenkorbPosition VALUES ('9967', '2', '1330', '277') 
 INTO PSE1.WarenkorbPosition VALUES ('9968', '1', '1337', '201') 
 INTO PSE1.WarenkorbPosition VALUES ('9969', '0', '314', '613') 
 INTO PSE1.WarenkorbPosition VALUES ('9970', '2', '1176', '8') 
 INTO PSE1.WarenkorbPosition VALUES ('9971', '1', '1160', '526') 
 INTO PSE1.WarenkorbPosition VALUES ('9972', '0', '192', '98') 
 INTO PSE1.WarenkorbPosition VALUES ('9973', '2', '1448', '29') 
 INTO PSE1.WarenkorbPosition VALUES ('9974', '2', '1913', '92') 
 INTO PSE1.WarenkorbPosition VALUES ('9975', '2', '1417', '210') 
 INTO PSE1.WarenkorbPosition VALUES ('9976', '0', '918', '593') 
 INTO PSE1.WarenkorbPosition VALUES ('9977', '2', '463', '270') 
 INTO PSE1.WarenkorbPosition VALUES ('9978', '2', '963', '245') 
 INTO PSE1.WarenkorbPosition VALUES ('9979', '0', '1801', '178') 
 INTO PSE1.WarenkorbPosition VALUES ('9980', '1', '585', '163') 
 INTO PSE1.WarenkorbPosition VALUES ('9981', '1', '589', '378') 
 INTO PSE1.WarenkorbPosition VALUES ('9982', '2', '1768', '386') 
 INTO PSE1.WarenkorbPosition VALUES ('9983', '0', '641', '348') 
 INTO PSE1.WarenkorbPosition VALUES ('9984', '2', '837', '131') 
 INTO PSE1.WarenkorbPosition VALUES ('9985', '0', '838', '497') 
 INTO PSE1.WarenkorbPosition VALUES ('9986', '2', '427', '58') 
 INTO PSE1.WarenkorbPosition VALUES ('9987', '2', '143', '159') 
 INTO PSE1.WarenkorbPosition VALUES ('9988', '0', '718', '520') 
 INTO PSE1.WarenkorbPosition VALUES ('9989', '2', '1168', '324') 
 INTO PSE1.WarenkorbPosition VALUES ('9990', '1', '1432', '60') 
 INTO PSE1.WarenkorbPosition VALUES ('9991', '1', '1360', '27') 
 INTO PSE1.WarenkorbPosition VALUES ('9992', '0', '1200', '35') 
 INTO PSE1.WarenkorbPosition VALUES ('9993', '2', '1009', '43') 
 INTO PSE1.WarenkorbPosition VALUES ('9994', '2', '1425', '331') 
 INTO PSE1.WarenkorbPosition VALUES ('9995', '1', '65', '259') 
 INTO PSE1.WarenkorbPosition VALUES ('9996', '2', '986', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('9997', '2', '1065', '3') 
 INTO PSE1.WarenkorbPosition VALUES ('9998', '1', '1384', '481') 
 INTO PSE1.WarenkorbPosition VALUES ('9999', '1', '1036', '287') 
 INTO PSE1.WarenkorbPosition VALUES ('10000', '0', '1680', '519') 
 INTO PSE1.WarenkorbPosition VALUES ('10001', '0', '1902', '69') 
 INTO PSE1.WarenkorbPosition VALUES ('10002', '0', '165', '148') 
 INTO PSE1.WarenkorbPosition VALUES ('10003', '2', '1621', '570') 
 INTO PSE1.WarenkorbPosition VALUES ('10004', '1', '919', '4') 
 INTO PSE1.WarenkorbPosition VALUES ('10005', '0', '1546', '481') 
 INTO PSE1.WarenkorbPosition VALUES ('10006', '0', '346', '332') 
 INTO PSE1.WarenkorbPosition VALUES ('10007', '0', '1643', '69') 
 INTO PSE1.WarenkorbPosition VALUES ('10008', '2', '1631', '588') 
 INTO PSE1.WarenkorbPosition VALUES ('10009', '0', '1526', '488') 
 INTO PSE1.WarenkorbPosition VALUES ('10010', '2', '85', '123') 
 INTO PSE1.WarenkorbPosition VALUES ('10011', '1', '1488', '270') 
 INTO PSE1.WarenkorbPosition VALUES ('10012', '2', '762', '66') 
 INTO PSE1.WarenkorbPosition VALUES ('10013', '2', '1750', '547') 
 INTO PSE1.WarenkorbPosition VALUES ('10014', '0', '32', '337') 
 INTO PSE1.WarenkorbPosition VALUES ('10015', '0', '1595', '553') 
 INTO PSE1.WarenkorbPosition VALUES ('10016', '0', '458', '247') 
 INTO PSE1.WarenkorbPosition VALUES ('10017', '2', '157', '19') 
 INTO PSE1.WarenkorbPosition VALUES ('10018', '2', '515', '216') 
 INTO PSE1.WarenkorbPosition VALUES ('10019', '0', '1628', '46') 
 INTO PSE1.WarenkorbPosition VALUES ('10020', '2', '1706', '622') 
 INTO PSE1.WarenkorbPosition VALUES ('10021', '1', '1411', '236') 
 INTO PSE1.WarenkorbPosition VALUES ('10022', '0', '881', '481') 
 INTO PSE1.WarenkorbPosition VALUES ('10023', '2', '1856', '53') 
 INTO PSE1.WarenkorbPosition VALUES ('10024', '0', '980', '629') 
 INTO PSE1.WarenkorbPosition VALUES ('10025', '0', '1432', '243') 
 INTO PSE1.WarenkorbPosition VALUES ('10026', '1', '1280', '542') 
 INTO PSE1.WarenkorbPosition VALUES ('10027', '2', '311', '484') 
 INTO PSE1.WarenkorbPosition VALUES ('10028', '1', '128', '436') 
 INTO PSE1.WarenkorbPosition VALUES ('10029', '2', '1102', '620') 
 INTO PSE1.WarenkorbPosition VALUES ('10030', '1', '1165', '368') 
 INTO PSE1.WarenkorbPosition VALUES ('10031', '0', '1022', '236') 
 INTO PSE1.WarenkorbPosition VALUES ('10032', '2', '1538', '186') 
 INTO PSE1.WarenkorbPosition VALUES ('10033', '2', '1025', '501') 
 INTO PSE1.WarenkorbPosition VALUES ('10034', '2', '409', '371') 
 INTO PSE1.WarenkorbPosition VALUES ('10035', '2', '625', '561') 
 INTO PSE1.WarenkorbPosition VALUES ('10036', '1', '1765', '456') 
 INTO PSE1.WarenkorbPosition VALUES ('10037', '0', '1988', '271') 
 INTO PSE1.WarenkorbPosition VALUES ('10038', '0', '1492', '462') 
 INTO PSE1.WarenkorbPosition VALUES ('10039', '0', '1682', '468') 
 INTO PSE1.WarenkorbPosition VALUES ('10040', '0', '1307', '203') 
 INTO PSE1.WarenkorbPosition VALUES ('10041', '2', '622', '606') 
 INTO PSE1.WarenkorbPosition VALUES ('10042', '2', '604', '12') 
 INTO PSE1.WarenkorbPosition VALUES ('10043', '2', '188', '130') 
 INTO PSE1.WarenkorbPosition VALUES ('10044', '1', '625', '294') 
 INTO PSE1.WarenkorbPosition VALUES ('10045', '1', '631', '139') 
 INTO PSE1.WarenkorbPosition VALUES ('10046', '0', '1417', '604') 
 INTO PSE1.WarenkorbPosition VALUES ('10047', '1', '951', '526') 
 INTO PSE1.WarenkorbPosition VALUES ('10048', '2', '34', '560') 
 INTO PSE1.WarenkorbPosition VALUES ('10049', '2', '326', '359') 
 INTO PSE1.WarenkorbPosition VALUES ('10050', '1', '76', '576') 
 INTO PSE1.WarenkorbPosition VALUES ('10051', '2', '1164', '227') 
 INTO PSE1.WarenkorbPosition VALUES ('10052', '2', '432', '192') 
 INTO PSE1.WarenkorbPosition VALUES ('10053', '2', '1443', '584') 
 INTO PSE1.WarenkorbPosition VALUES ('10054', '1', '769', '70') 
 INTO PSE1.WarenkorbPosition VALUES ('10055', '0', '833', '314') 
 INTO PSE1.WarenkorbPosition VALUES ('10056', '1', '1669', '300') 
 INTO PSE1.WarenkorbPosition VALUES ('10057', '0', '1908', '525') 
 INTO PSE1.WarenkorbPosition VALUES ('10058', '2', '1091', '514') 
 INTO PSE1.WarenkorbPosition VALUES ('10059', '2', '52', '564') 
 INTO PSE1.WarenkorbPosition VALUES ('10060', '2', '1941', '38') 
 INTO PSE1.WarenkorbPosition VALUES ('10061', '1', '298', '435') 
 INTO PSE1.WarenkorbPosition VALUES ('10062', '1', '210', '482') 
 INTO PSE1.WarenkorbPosition VALUES ('10063', '0', '1467', '178') 
 INTO PSE1.WarenkorbPosition VALUES ('10064', '0', '1486', '157') 
 INTO PSE1.WarenkorbPosition VALUES ('10065', '1', '1761', '616') 
 INTO PSE1.WarenkorbPosition VALUES ('10066', '0', '1745', '59') 
 INTO PSE1.WarenkorbPosition VALUES ('10067', '1', '1978', '434') 
 INTO PSE1.WarenkorbPosition VALUES ('10068', '1', '1200', '225') 
 INTO PSE1.WarenkorbPosition VALUES ('10069', '2', '1823', '394') 
 INTO PSE1.WarenkorbPosition VALUES ('10070', '0', '1823', '252') 
 INTO PSE1.WarenkorbPosition VALUES ('10071', '2', '366', '100') 
 INTO PSE1.WarenkorbPosition VALUES ('10072', '1', '1432', '591') 
 INTO PSE1.WarenkorbPosition VALUES ('10073', '1', '614', '318') 
 INTO PSE1.WarenkorbPosition VALUES ('10074', '1', '1433', '63') 
 INTO PSE1.WarenkorbPosition VALUES ('10075', '2', '324', '448') 
 INTO PSE1.WarenkorbPosition VALUES ('10076', '2', '266', '116') 
 INTO PSE1.WarenkorbPosition VALUES ('10077', '2', '1791', '242') 
 INTO PSE1.WarenkorbPosition VALUES ('10078', '0', '1298', '194') 
 INTO PSE1.WarenkorbPosition VALUES ('10079', '0', '392', '253') 
 INTO PSE1.WarenkorbPosition VALUES ('10080', '0', '87', '232') 
 INTO PSE1.WarenkorbPosition VALUES ('10081', '1', '1457', '583') 
 INTO PSE1.WarenkorbPosition VALUES ('10082', '1', '1401', '182') 
 INTO PSE1.WarenkorbPosition VALUES ('10083', '0', '1638', '140') 
 INTO PSE1.WarenkorbPosition VALUES ('10084', '1', '1016', '257') 
 INTO PSE1.WarenkorbPosition VALUES ('10085', '0', '285', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('10086', '0', '1311', '633') 
 INTO PSE1.WarenkorbPosition VALUES ('10087', '1', '119', '502') 
 INTO PSE1.WarenkorbPosition VALUES ('10088', '1', '574', '590') 
 INTO PSE1.WarenkorbPosition VALUES ('10089', '1', '1637', '598') 
 INTO PSE1.WarenkorbPosition VALUES ('10090', '2', '476', '7') 
 INTO PSE1.WarenkorbPosition VALUES ('10091', '2', '838', '391') 
 INTO PSE1.WarenkorbPosition VALUES ('10092', '2', '1206', '68') 
 INTO PSE1.WarenkorbPosition VALUES ('10093', '0', '542', '313') 
 INTO PSE1.WarenkorbPosition VALUES ('10094', '0', '56', '535') 
 INTO PSE1.WarenkorbPosition VALUES ('10095', '0', '1355', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('10096', '0', '1', '564') 
 INTO PSE1.WarenkorbPosition VALUES ('10097', '1', '92', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('10098', '2', '950', '311') 
 INTO PSE1.WarenkorbPosition VALUES ('10099', '0', '1577', '587') 
 INTO PSE1.WarenkorbPosition VALUES ('10100', '1', '65', '345') 
 INTO PSE1.WarenkorbPosition VALUES ('10101', '0', '1373', '401') 
 INTO PSE1.WarenkorbPosition VALUES ('10102', '0', '1749', '5') 
 INTO PSE1.WarenkorbPosition VALUES ('10103', '0', '1888', '313') 
 INTO PSE1.WarenkorbPosition VALUES ('10104', '2', '188', '555') 
 INTO PSE1.WarenkorbPosition VALUES ('10105', '1', '977', '269') 
 INTO PSE1.WarenkorbPosition VALUES ('10106', '2', '659', '269') 
 INTO PSE1.WarenkorbPosition VALUES ('10107', '0', '43', '210') 
 INTO PSE1.WarenkorbPosition VALUES ('10108', '0', '1465', '240') 
 INTO PSE1.WarenkorbPosition VALUES ('10109', '1', '1557', '611') 
 INTO PSE1.WarenkorbPosition VALUES ('10110', '1', '1217', '212') 
 INTO PSE1.WarenkorbPosition VALUES ('10111', '0', '1223', '103') 
 INTO PSE1.WarenkorbPosition VALUES ('10112', '1', '876', '289') 
 INTO PSE1.WarenkorbPosition VALUES ('10113', '0', '743', '55') 
 INTO PSE1.WarenkorbPosition VALUES ('10114', '2', '1298', '4') 
 INTO PSE1.WarenkorbPosition VALUES ('10115', '0', '147', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('10116', '1', '1322', '128') 
 INTO PSE1.WarenkorbPosition VALUES ('10117', '2', '1433', '458') 
 INTO PSE1.WarenkorbPosition VALUES ('10118', '1', '925', '260') 
 INTO PSE1.WarenkorbPosition VALUES ('10119', '0', '1871', '231') 
 INTO PSE1.WarenkorbPosition VALUES ('10120', '0', '944', '360') 
 INTO PSE1.WarenkorbPosition VALUES ('10121', '1', '1866', '153') 
 INTO PSE1.WarenkorbPosition VALUES ('10122', '2', '1560', '166') 
 INTO PSE1.WarenkorbPosition VALUES ('10123', '1', '854', '482') 
 INTO PSE1.WarenkorbPosition VALUES ('10124', '0', '1216', '23') 
 INTO PSE1.WarenkorbPosition VALUES ('10125', '2', '1657', '10') 
 INTO PSE1.WarenkorbPosition VALUES ('10126', '1', '844', '360') 
 INTO PSE1.WarenkorbPosition VALUES ('10127', '0', '282', '288') 
 INTO PSE1.WarenkorbPosition VALUES ('10128', '0', '1397', '361') 
 INTO PSE1.WarenkorbPosition VALUES ('10129', '2', '458', '614') 
 INTO PSE1.WarenkorbPosition VALUES ('10130', '2', '697', '139') 
 INTO PSE1.WarenkorbPosition VALUES ('10131', '1', '1888', '627') 
 INTO PSE1.WarenkorbPosition VALUES ('10132', '2', '1368', '405') 
 INTO PSE1.WarenkorbPosition VALUES ('10133', '2', '899', '111') 
 INTO PSE1.WarenkorbPosition VALUES ('10134', '1', '1203', '236') 
 INTO PSE1.WarenkorbPosition VALUES ('10135', '1', '1298', '14') 
 INTO PSE1.WarenkorbPosition VALUES ('10136', '1', '792', '160') 
 INTO PSE1.WarenkorbPosition VALUES ('10137', '1', '1453', '429') 
 INTO PSE1.WarenkorbPosition VALUES ('10138', '2', '1994', '580') 
 INTO PSE1.WarenkorbPosition VALUES ('10139', '0', '741', '430') 
 INTO PSE1.WarenkorbPosition VALUES ('10140', '0', '1095', '521') 
 INTO PSE1.WarenkorbPosition VALUES ('10141', '2', '663', '82') 
 INTO PSE1.WarenkorbPosition VALUES ('10142', '0', '1439', '400') 
 INTO PSE1.WarenkorbPosition VALUES ('10143', '0', '899', '231') 
 INTO PSE1.WarenkorbPosition VALUES ('10144', '1', '131', '546') 
 INTO PSE1.WarenkorbPosition VALUES ('10145', '2', '939', '562') 
 INTO PSE1.WarenkorbPosition VALUES ('10146', '0', '778', '180') 
 INTO PSE1.WarenkorbPosition VALUES ('10147', '0', '609', '526') 
 INTO PSE1.WarenkorbPosition VALUES ('10148', '2', '66', '342') 
 INTO PSE1.WarenkorbPosition VALUES ('10149', '1', '978', '525') 
 INTO PSE1.WarenkorbPosition VALUES ('10150', '1', '985', '330') 
 INTO PSE1.WarenkorbPosition VALUES ('10151', '1', '11', '587') 
 INTO PSE1.WarenkorbPosition VALUES ('10152', '1', '926', '428') 
 INTO PSE1.WarenkorbPosition VALUES ('10153', '0', '199', '607') 
 INTO PSE1.WarenkorbPosition VALUES ('10154', '2', '531', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('10155', '1', '1374', '217') 
 INTO PSE1.WarenkorbPosition VALUES ('10156', '1', '8', '471') 
 INTO PSE1.WarenkorbPosition VALUES ('10157', '0', '573', '564') 
 INTO PSE1.WarenkorbPosition VALUES ('10158', '0', '1766', '225') 
 INTO PSE1.WarenkorbPosition VALUES ('10159', '0', '267', '480') 
 INTO PSE1.WarenkorbPosition VALUES ('10160', '2', '1924', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('10161', '1', '581', '345') 
 INTO PSE1.WarenkorbPosition VALUES ('10162', '1', '675', '53') 
 INTO PSE1.WarenkorbPosition VALUES ('10163', '2', '534', '484') 
 INTO PSE1.WarenkorbPosition VALUES ('10164', '2', '447', '20') 
 INTO PSE1.WarenkorbPosition VALUES ('10165', '0', '275', '410') 
 INTO PSE1.WarenkorbPosition VALUES ('10166', '1', '1259', '461') 
 INTO PSE1.WarenkorbPosition VALUES ('10167', '0', '871', '259') 
 INTO PSE1.WarenkorbPosition VALUES ('10168', '1', '1956', '305') 
 INTO PSE1.WarenkorbPosition VALUES ('10169', '2', '459', '462') 
 INTO PSE1.WarenkorbPosition VALUES ('10170', '1', '1143', '492') 
 INTO PSE1.WarenkorbPosition VALUES ('10171', '2', '1754', '610') 
 INTO PSE1.WarenkorbPosition VALUES ('10172', '1', '1857', '139') 
 INTO PSE1.WarenkorbPosition VALUES ('10173', '0', '1125', '146') 
 INTO PSE1.WarenkorbPosition VALUES ('10174', '1', '912', '198') 
 INTO PSE1.WarenkorbPosition VALUES ('10175', '1', '1275', '170') 
 INTO PSE1.WarenkorbPosition VALUES ('10176', '0', '1835', '591') 
 INTO PSE1.WarenkorbPosition VALUES ('10177', '2', '1566', '250') 
 INTO PSE1.WarenkorbPosition VALUES ('10178', '2', '522', '552') 
 INTO PSE1.WarenkorbPosition VALUES ('10179', '2', '1889', '254') 
 INTO PSE1.WarenkorbPosition VALUES ('10180', '2', '1479', '50') 
 INTO PSE1.WarenkorbPosition VALUES ('10181', '0', '505', '575') 
 INTO PSE1.WarenkorbPosition VALUES ('10182', '0', '1716', '563') 
 INTO PSE1.WarenkorbPosition VALUES ('10183', '2', '949', '438') 
 INTO PSE1.WarenkorbPosition VALUES ('10184', '2', '1567', '411') 
 INTO PSE1.WarenkorbPosition VALUES ('10185', '0', '1065', '321') 
 INTO PSE1.WarenkorbPosition VALUES ('10186', '1', '1959', '332') 
 INTO PSE1.WarenkorbPosition VALUES ('10187', '0', '662', '321') 
 INTO PSE1.WarenkorbPosition VALUES ('10188', '0', '1371', '436') 
 INTO PSE1.WarenkorbPosition VALUES ('10189', '2', '1855', '128') 
 INTO PSE1.WarenkorbPosition VALUES ('10190', '1', '372', '338') 
 INTO PSE1.WarenkorbPosition VALUES ('10191', '1', '453', '326') 
 INTO PSE1.WarenkorbPosition VALUES ('10192', '2', '1084', '508') 
 INTO PSE1.WarenkorbPosition VALUES ('10193', '2', '294', '27') 
 INTO PSE1.WarenkorbPosition VALUES ('10194', '2', '749', '523') 
 INTO PSE1.WarenkorbPosition VALUES ('10195', '2', '869', '470') 
 INTO PSE1.WarenkorbPosition VALUES ('10196', '2', '1772', '187') 
 INTO PSE1.WarenkorbPosition VALUES ('10197', '0', '1150', '267') 
 INTO PSE1.WarenkorbPosition VALUES ('10198', '2', '549', '600') 
 INTO PSE1.WarenkorbPosition VALUES ('10199', '1', '501', '520') 
 INTO PSE1.WarenkorbPosition VALUES ('10200', '0', '1767', '304') 
 INTO PSE1.WarenkorbPosition VALUES ('10201', '1', '1052', '467') 
 INTO PSE1.WarenkorbPosition VALUES ('10202', '0', '211', '22') 
 INTO PSE1.WarenkorbPosition VALUES ('10203', '1', '43', '103') 
 INTO PSE1.WarenkorbPosition VALUES ('10204', '1', '681', '45') 
 INTO PSE1.WarenkorbPosition VALUES ('10205', '1', '950', '297') 
 INTO PSE1.WarenkorbPosition VALUES ('10206', '1', '1063', '269') 
 INTO PSE1.WarenkorbPosition VALUES ('10207', '0', '1271', '355') 
 INTO PSE1.WarenkorbPosition VALUES ('10208', '1', '901', '361') 
 INTO PSE1.WarenkorbPosition VALUES ('10209', '0', '1118', '237') 
 INTO PSE1.WarenkorbPosition VALUES ('10210', '2', '1810', '230') 
 INTO PSE1.WarenkorbPosition VALUES ('10211', '2', '1446', '305') 
 INTO PSE1.WarenkorbPosition VALUES ('10212', '1', '491', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('10213', '0', '62', '327') 
 INTO PSE1.WarenkorbPosition VALUES ('10214', '0', '739', '293') 
 INTO PSE1.WarenkorbPosition VALUES ('10215', '1', '61', '200') 
 INTO PSE1.WarenkorbPosition VALUES ('10216', '2', '437', '498') 
